"Location","iso3code","sex_ratio_linkedin_overall_unfiltered","sex_ratio_ilostat_prof_tech_unfiltered","sex_ratio_ilostat_total_management_unfiltered","sex_ratio_ilostat_senior_middle_management_unfiltered","sex_ratio_linkedin_overall_filtered","sex_ratio_ilostat_prof_tech_filtered","sex_ratio_ilostat_total_management_filtered","sex_ratio_ilostat_senior_middle_management_filtered","audience_counts_satisfy_observation_filter","sex_ratio_edu_ict","sex_ratio_edu_stem","sex_ratio_labour_force_part","iws_int_pentr","educ_attn_gg_subindex_raw","enrol_sec_educ_gg_raw","labr_force_gg_raw","enrol_ter_educ_gg_raw","hdi_fem","hdi_male","hdi_tot","econ_opp_gg_subindex_raw","gdp_capita_2020_recent","li_pen_labor_force_proftech_female_male","li_pen_labor_force_proftech_sex_ratio","Internet.Online.model.prediction","Group_18-24","Group_25-34","Group_35-54","sex_ratio_Age_18-24","sex_ratio_Age_25-34","sex_ratio_Age_35-54","sex_ratio_Age_55+","sex_ratio_Age_18-24_25-34","sex_ratio_Age_18-24_35-54","sex_ratio_Age_18-24_55+","sex_ratio_Age_25-34_35-54","sex_ratio_Age_25-34_55+","sex_ratio_Age_35-54_55+","sex_ratio_Age_18-24_25-34_35-54","sex_ratio_Age_18-24_25-34_55+","sex_ratio_Age_18-24_35-54_55+","sex_ratio_Age_25-34_35-54_55+","sex_ratio_Age_18-24_25-34_35-54_55+","sex_ratio_Company industry_M.Professional,scientificandtechnicalactivities","sex_ratio_Company industry_H.Transportationandstorage","sex_ratio_Company industry_Q.Humanhealthandsocialworkactivities","sex_ratio_Company industry_R.Arts,entertainmentandrecreation","sex_ratio_Company industry_G.Wholesaleandretailtrade;repairofmotorvehiclesandmotorcycles","sex_ratio_Company industry_C.Manufacturing","sex_ratio_Company industry_K.Financialandinsuranceactivities","sex_ratio_Company industry_J.Informationandcommunication","sex_ratio_Company industry_F.Construction","sex_ratio_Company industry_N.Administrativeandsupportserviceactivities","sex_ratio_Company industry_S.Otherserviceactivities","sex_ratio_Company industry_P.Education","sex_ratio_Company industry_O.Publicadministrationanddefence;compulsorysocialsecurity","sex_ratio_Company industry_I.Accommodationandfoodserviceactivities","sex_ratio_Company industry_B.Miningandquarrying","sex_ratio_Job seniority_ChiefXOfficer(CxO)","sex_ratio_Job seniority_Director","sex_ratio_Job seniority_Entry-level","sex_ratio_Job seniority_Manager","sex_ratio_Job seniority_Owner","sex_ratio_Job seniority_Senior","sex_ratio_Job seniority_Training","sex_ratio_Job seniority_VicePresident(VP)"
"Guam","GUM",0.84,NA,NA,NA,0.84,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.330578512396694,0.303030303030303,0.247933884297521,0.8,0.941176470588235,0.8,0.535714285714286,0.864864864864865,0.8,0.721830985915493,0.875,0.807086614173228,0.705128205128205,0.846153846153846,0.803964757709251,0.748847926267281,0.804455445544555,0.802980132450331,NA,NA,NA,NA,1.23809523809524,0,NA,0,0.318181818181818,NA,NA,1.64,0.510526315789474,NA,NA,NA,0.538461538461538,0.858974358974359,0.555555555555556,0.552941176470588,0.904761904761905,NA,NA
"Guatemala","GTM",0.666666666666667,0.903834066624764,0.422475106685633,0.526717557251908,0.666666666666667,0.903834066624764,0.422475106685633,0.526717557251908,TRUE,0.267015704152847,0.531191910406899,0.462188766647365,0.421,0.95999998,0.94999999,0.50999999,1.0599999,0.63,0.66500002,0.64999998,0.61000001,8995.5378734599,1.07296137339056,0.737598516458044,0.861,0.435555555555556,0.351111111111111,0.186666666666667,0.719298245614035,0.755555555555556,0.555555555555556,0.25,0.735294117647059,0.666666666666667,0.682847896440129,0.680555555555556,0.706827309236948,0.509433962264151,0.697674418604651,0.713483146067416,0.644144144144144,0.653645833333333,0.681614349775785,0.666894197952218,0.411361410381978,0.997275204359673,0.677539608574091,0.60672148730783,0.370445344129555,0.586559532505478,0.367320681891283,0.270149253731343,0.935389133627019,0.850515463917526,1.1993006993007,0.719789842381786,0.714285714285714,0.218518518518519,0.347826086956522,0.521428571428571,0.691358024691358,0.352941176470588,0.354545454545455,0.647058823529412,0.653846153846154,0.714285714285714
"Guernsey","GGY",0.790909090909091,NA,NA,NA,0.790909090909091,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0851449275362319,0.278985507246377,0.373188405797101,NA,0.949367088607595,0.584615384615385,0.318181818181818,0.595238095238095,0.429378531073446,0.222929936305732,0.722488038277512,0.582010582010582,0.4625,0.58984375,0.466101694915254,0.386759581881533,0.58307210031348,0.508196721311475,NA,NA,NA,NA,NA,NA,0.742857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441666666666667,0.923076923076923,0.744186046511628,NA,0.916666666666667,NA,NA
"Guinea","GIN",0.340425531914894,NA,NA,NA,0.340425531914894,NA,NA,NA,TRUE,NA,NA,NA,0.12,0.72000003,0.66000003,0.95999998,0.44999999,0.41100001,0.50700003,0.45899999,0.75,2670.30894674638,NA,NA,0.802,0.357478833490122,0.460959548447789,0.157572906867357,0.288135593220339,0.4,0.240740740740741,NA,0.348837209302326,0.273255813953488,0.265210608424337,0.355670103092784,0.372836218375499,0.202492211838006,0.330128205128205,0.335570469798658,0.257958287596048,0.337904015670911,0.31967721911856,0.193548387096774,NA,NA,NA,NA,NA,0.391812865497076,0.242718446601942,0,NA,0,0,0.275720164609054,NA,0.228782287822878,0.272727272727273,0.273913043478261,0.325,0.28,NA,0.290697674418605,0.392307692307692,NA
"Guinea-Bissau","GNB",0.354166666666667,NA,NA,NA,0.354166666666667,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2071.81624750216,NA,NA,0.703,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381818181818182,NA,NA,NA,NA,NA
"Guyana","GUY",0.954545454545455,1.17674418604651,0.680672268907563,0.626016260162602,0.954545454545455,1.17674418604651,0.680672268907563,0.626016260162602,TRUE,NA,NA,0.641647196261682,0.505,NA,NA,NA,NA,0.63099998,0.66600001,0.65399998,NA,10104.7011912961,0.918803418803419,0.811174991016888,1,0.345454545454545,0.372727272727273,0.236363636363636,1,0.952380952380952,0.857142857142857,NA,0.975,0.939393939393939,0.791666666666667,0.914285714285714,0.769230769230769,0.631578947368421,0.944444444444444,0.866666666666667,0.815789473684211,0.8,0.864406779661017,2.88636363636364,NA,NA,NA,NA,NA,NA,0.367816091954023,NA,NA,NA,1.76315789473684,NA,NA,NA,NA,0.666666666666667,0.916666666666667,0.6875,0.573529411764706,1.05405405405405,NA,NA
"Haiti","HTI",0.578125,0.537455410225922,0.314060446780552,NA,0.578125,0.537455410225922,0.314060446780552,NA,TRUE,NA,NA,NA,0.18000001,NA,NA,NA,NA,NA,NA,0.498,NA,1800.56456129513,0.781129156999227,1.07567063053097,0.88,0.366612111292962,0.428805237315876,0.173486088379705,0.577464788732394,0.505747126436782,0.558823529411765,NA,0.537974683544304,0.571428571428571,0.573834196891192,0.520661157024793,0.507510729613734,0.554726368159204,0.541666666666667,0.537758830694275,0.569244604316547,0.52122641509434,0.541372351160444,0.354304635761589,NA,0.881889763779528,0.52112676056338,NA,0,0.635897435897436,0.260869565217391,0.18957345971564,NA,0.528846153846154,0.46242774566474,0.680851063829787,NA,NA,0.347619047619048,0.5,0.623076923076923,0.517241379310345,0.513333333333333,0.606382978723404,NA,0.477777777777778
"Heard Island and McDonald Islands","HMD",0,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras","HND",0.823529411764706,1.00718065003779,1.03665987780041,0.904761904761905,0.823529411764706,1.00718065003779,1.03665987780041,0.904761904761905,TRUE,0.372583549503804,0.607359391415158,0.605027347841266,0.382,1,1.16,0.56,1.35,0.60799998,0.62199998,0.61699998,0.62,5965.3688189555,0.583694219544342,0.817658095132987,1,0.418307086614173,0.393700787401575,0.164041994750656,1.04,0.92,0.666666666666667,0.327272727272727,0.98,0.918918918918919,0.982352941176471,0.837837837837838,0.872058823529412,0.614084507042253,0.919354838709677,0.952490421455939,0.885714285714286,0.809183673469388,0.899065420560748,0.833636915604129,0.340080971659919,1.34011627906977,0.623737373737374,0.722356739305892,0.388704318936877,0.946853146853147,0.427637721755369,0.326979472140762,0.696864111498258,0.807471264367816,1.39868421052632,1.13421550094518,0.920529801324503,0.286764705882353,0.386363636363636,0.666666666666667,0.789473684210526,0.51875,0.477272727272727,0.833333333333333,0.916666666666667,0.7
"Hong Kong","HKG",0.926470588235294,0.693762898417794,NA,NA,0.926470588235294,0.693762898417794,NA,NA,TRUE,NA,NA,0.799585246630129,0.89399999,NA,NA,NA,NA,0.91600001,0.949,0.93300003,NA,62375.1193699712,0.886752859947201,1.33542827145732,1,0.257249766136576,0.399906454630496,0.28999064546305,1.15686274509804,0.988372093023256,0.61038961038961,0.329411764705882,1.05109489051095,0.828125,0.95,0.809815950920245,0.879611650485437,0.559574468085106,0.892523364485981,0.971428571428571,0.769655172413793,0.764444444444444,0.851082251082251,0.978828107118334,0.678336980306346,1.11938958707361,1.02453987730061,1.05713840884322,0.64420270628814,0.857894736842105,0.62251340083383,0.458937198067633,1.12847608453838,1.09535655058043,1.16706634692246,0.769896193771626,0.972477064220184,0.562222222222222,0.426315789473684,0.6875,1,0.758064516129032,0.46,0.928571428571429,1.08108108108108,0.540540540540541
"Hungary","HUN",0.954545454545455,1.14075374848035,0.636661211129296,0.5600624024961,0.954545454545455,1.14075374848035,0.636661211129296,0.5600624024961,TRUE,0.200530058031222,0.463708803915714,0.74,0.88599998,0.99000001,1,0.81999999,1.29,0.82999998,0.84299999,0.838,0.67000002,33978.9550945494,0.271327612317012,0.836767317939609,0.986,0.17190278601067,0.40901007705987,0.36751630112626,1.23076923076923,1.15625,0.722222222222222,0.5,1.17777777777778,0.857142857142857,1.00531914893617,0.926470588235294,1.05555555555556,0.691387559808612,0.975308641975309,1.1003937007874,0.819343065693431,0.892953929539295,0.943548387096774,1.03965392934391,0.732171156893819,1.38490566037736,1.05326231691079,1.02862595419847,0.707494222515682,0.991329479768786,0.587599913588248,0.490384615384615,1.28497409326425,1.30434782608696,1.51267605633803,1.29292929292929,1.10843373493976,0.792540792540793,0.322033898305085,0.669230769230769,0.947368421052632,0.666666666666667,0.446808510638298,0.98,1.30769230769231,0.397058823529412
"Iceland","ISL",0.565217391304348,1.07157464212679,0.721170395869191,0.785714285714286,0.565217391304348,1.07157464212679,0.721170395869191,0.785714285714286,TRUE,NA,NA,0.894231982834785,0.99000001,1,1.01,0.94999999,1.72,0.92000002,0.95200002,0.935,0.81,60061.3705901909,1.06614017769003,0.527464321274477,0.992,0.228971962616822,0.41588785046729,0.294392523364486,0.75,0.934782608695652,0.909090909090909,0.604938271604938,0.864864864864865,0.836065573770492,0.717451523545706,0.924050632911392,0.88539741219963,0.849148418491484,0.878504672897196,0.839220462850183,0.808972503617945,0.894374282433984,0.859252823631625,0.703883495145631,0.733333333333333,3.26666666666667,2.48484848484848,NA,NA,0.787610619469027,0.308219178082192,0,NA,NA,1.38679245283019,NA,NA,NA,0.409090909090909,0.7,0.74025974025974,0.571428571428571,0.526666666666667,0.846153846153846,NA,0.4375
"India","IND",0.34375,0.287915145112967,0.158748551564311,0.158748551564311,0.34375,0.287915145112967,0.158748551564311,0.158748551564311,TRUE,0.863165753373867,0.746250276780669,0.269716088328076,0.40900001,0.94999999,1.01,0.34,0.94,0.57499999,0.68300003,0.63999999,0.41,7034.21722432128,0.76010811212125,1.19392816194204,0.627,0.38360941586748,0.40104620749782,0.188317349607672,0.434782608695652,0.38,0.296,0.1625,0.40625,0.385915492957746,0.413,0.352,0.363888888888889,0.277586206896552,0.383471074380165,0.3965,0.374,0.342405063291139,0.3764,0.349082823790995,0.21142061281337,0.429640718562874,0.370615384615385,0.248514648637574,0.191386861313869,0.334365781710914,0.373359363267758,0.157547169811321,0.501461430931503,0.392372881355932,0.600970873786408,0.2458616429895,0.237837837837838,0.150819672131148,0.169230769230769,0.226190476190476,0.315068493150685,0.2,0.164835164835165,0.375,0.444444444444444,0.22093023255814
"Indonesia","IDN",0.684210526315789,0.807025541972095,0.424501424501424,NA,0.684210526315789,0.807025541972095,0.424501424501424,NA,TRUE,0.53070674261013,0.598285359466364,0.648186591769447,0.53200001,0.99000001,0.99000001,0.61000001,1.12,0.66600001,0.71499997,0.69400001,0.60000002,12301.7528999018,0.424907549412101,0.847817684485937,0.844,0.481747580879605,0.353004692885917,0.157813862701939,1.03508771929825,0.770833333333333,0.461538461538462,0.278571428571429,0.914285714285714,0.855421686746988,1.01695205479452,0.662162162162162,0.756882591093117,0.452189781021898,0.824427480916031,0.905921052631579,0.84585308056872,0.655039787798408,0.818655589123867,0.641267987044018,0.436055469953775,1.10934393638171,0.705690886182276,0.673247354497355,0.486503167126847,0.749756097560976,0.509233966745843,0.378787878787879,0.561031084154663,0.643540669856459,0.931818181818182,0.552418853376446,0.673809523809524,0.365853658536585,0.358974358974359,0.427272727272727,0.631578947368421,0.428571428571429,0.52,0.680851063829787,0.903225806451613,0.41025641025641
"Iraq","IRQ",0.185294117647059,0.41130047854924,0.278772378516624,NA,0.185294117647059,0.41130047854924,0.278772378516624,NA,TRUE,NA,NA,0.156540482284791,0.49399999,NA,NA,NA,NA,0.60299999,0.73299998,0.685,NA,11332.1414748318,0.239738251041047,0.450507906775693,0.658,0.392290765611958,0.341452310493968,0.232187571135898,0.230952380952381,0.216216216216216,0.133333333333333,0.151282051282051,0.224050632911392,0.192753623188406,0.224183006535948,0.18125,0.210024449877751,0.135598705501618,0.200943396226415,0.220627261761158,0.190534979423868,0.179528718703976,0.199181073703367,0.132226322263223,0.0493273542600897,0.230842911877395,0.0488095238095238,0.0261780104712042,0.106697459584296,0.135359116022099,0.129890870375299,0.115333333333333,0,0.246551724137931,0.267229254571027,0.192618223760092,0,0.102813852813853,0,0.14375,0.164556962025316,0.11875,0.125925925925926,0.229166666666667,0.245614035087719,0
"Ireland","IRL",0.826530612244898,0.937154827651876,0.545595054095827,0.455604075691412,0.826530612244898,0.937154827651876,0.545595054095827,0.455604075691412,TRUE,0.263434892862616,0.40848918970462,0.818633903758959,0.92699999,1,1.03,0.81,1.0599999,0.926,0.94599998,0.93800002,0.70999998,88240.9010288554,1.75973259929217,0.881957375512692,1,0.193965517241379,0.373563218390805,0.359195402298851,0.901408450704225,1,0.666666666666667,0.342105263157895,0.965174129353234,0.742081447963801,0.706422018348624,0.821428571428571,0.851190476190476,0.601063829787234,0.837606837606838,0.866108786610879,0.683397683397683,0.764150943396226,0.789203084832905,0.824600428406657,0.372523961661342,1.53640776699029,0.951229592891093,0.965918653576438,0.475249969139612,0.817385057471264,0.542124317359023,0.179487179487179,0.78054932735426,1.59701492537313,1.38983050847458,0.771307570142933,1.00473933649289,0.321518987341772,0.305882352941176,0.492537313432836,0.857142857142857,0.657534246575342,0.476190476190476,0.904761904761905,0.866666666666667,0.289285714285714
"Isle of Man","IMN",0.785714285714286,0.79,NA,NA,0.785714285714286,0.79,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39664804469274,0.994575045207957,NA,0.174121405750799,0.28594249201278,0.383386581469649,1.31914893617021,0.988888888888889,0.846153846153846,NA,1.1021897810219,0.971751412429379,0.427586206896552,0.904545454545455,0.473404255319149,0.482456140350877,0.97752808988764,0.642553191489362,0.625454545454545,0.625786163522013,0.715068493150685,NA,NA,NA,NA,NA,NA,0.947976878612717,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428571428571429,0.857142857142857,0.672727272727273,NA,0.862068965517241,NA,NA
"Israel","ISR",0.584615384615385,1.07677586400991,0.529051987767584,0.533742331288343,0.584615384615385,1.07677586400991,0.529051987767584,0.533742331288343,TRUE,NA,NA,0.870751276440554,0.81599998,1,1.02,0.89999998,1.34,0.88999999,0.91299999,0.903,0.68000001,42193.8255898777,0.558326105810928,0.542931360328119,0.936,0.188360978352544,0.37391059881923,0.345797019960641,0.488888888888889,0.528735632183908,0.447058823529412,0.3625,0.515151515151515,0.461538461538462,0.444927536231884,0.488372093023256,0.492792792792793,0.428440366972477,0.488479262672811,0.491666666666667,0.446103896103896,0.472959183673469,0.475933609958506,0.590053285968028,0.406666666666667,0.7375,0.690559440559441,0.537362188648428,0.348846008323874,0.459022038567493,0.372304199772985,0.260683760683761,0.640278657378087,0.756294058408862,0.780210526315789,0.421153846153846,0.567567567567568,0.25531914893617,0.221875,0.451612903225806,0.54375,0.435897435897436,0.324324324324324,0.558333333333333,0.573770491803279,0.276470588235294
"Italy","ITA",0.88135593220339,0.802186416307198,0.385041551246537,0.303780964797914,0.88135593220339,0.802186416307198,0.385041551246537,0.303780964797914,TRUE,0.19218655239797,0.653508323016819,0.690847457627119,0.92400002,1,1,0.74000001,1.4,0.86299998,0.89300001,0.88,0.56999999,44196.6931032213,1.30237360522827,1.09869216716564,0.925,0.152358628772341,0.372106651040141,0.377966598300615,1.26086956521739,1.30909090909091,0.869565217391304,0.3875,1.29487179487179,0.967391304347826,0.814893617021277,1.06451612903226,1.02911392405063,0.745161290322581,1.0952380952381,1.08137254901961,0.847413793103448,0.95472972972973,0.995906432748538,0.964447250602686,0.521176470588235,1.23872804935928,0.946296946296946,0.987461938026151,0.49763644177052,0.748997326203209,0.629375204448806,0.339130434782609,1.09894459102902,1.5626423690205,2.00417710944027,0.831958762886598,0.884615384615385,0.41304347826087,0.35,0.5,0.789473684210526,0.511111111111111,0.416666666666667,0.916666666666667,1.3859649122807,0.445454545454545
"Jamaica","JAM",1.15384615384615,1.35320686540199,1.3094688221709,NA,1.15384615384615,1.35320686540199,1.3094688221709,NA,TRUE,NA,NA,0.824893059196909,0.54500002,1,1.09,0.82999998,2.28,0.73100001,0.73900002,0.73199999,0.73000002,10166.0627751259,1.07485604606526,0.852675362021157,1,0.309789343246592,0.396530359355638,0.228004956629492,1.5,1.28571428571429,0.936842105263158,0.65625,1.375,1.22564102564103,1.29545454545455,1.14468085106383,1.16860465116279,0.866141732283465,1.25074626865672,1.29044117647059,1.14537444933921,1.08614232209738,1.19891008174387,1.26610169491525,0.471641791044776,2.7752808988764,0.738129496402878,1.42225392296719,0.542296072507553,1.44920634920635,0.716357775987107,0.338155515370705,0.736196319018405,1.07853403141361,2.24657534246575,1.29078014184397,1.26666666666667,0.277027027027027,0.435897435897436,0.875,1.05714285714286,0.850574712643678,0.682926829268293,1.42857142857143,1.23076923076923,0.575757575757576
"Japan","JPN",0.96969696969697,0.622918707149853,0.175088131609871,NA,0.96969696969697,0.622918707149853,0.175088131609871,NA,TRUE,NA,NA,0.73989898989899,0.935,0.99000001,1.01,0.77999997,0.91000003,0.89399999,0.917,0.90899998,0.56999999,43235.7175691122,0.0392275196137598,1.55669906613303,0.92,0.164744645799012,0.351455244371225,0.395387149917628,1.14285714285714,1.06451612903226,0.674418604651163,0.341666666666667,1.08888888888889,0.789473684210526,0.773076923076923,0.837837837837838,0.862790697674419,0.601818181818182,0.886363636363636,0.931578947368421,0.711594202898551,0.768604651162791,0.821,1.03006253006253,0.764444444444444,1.3536231884058,1.2262969588551,1.25225851285615,0.603831891223733,0.846675712347354,0.789249872427284,0.56441717791411,1.00414507772021,1.0353982300885,0.907317073170732,0.564603691639522,1.07894736842105,0.484615384615385,0.461538461538462,0.538461538461538,0.985074626865672,0.636363636363636,0.580645161290323,0.815384615384615,0.964285714285714,0.409090909090909
"Jersey","JEY",0.888888888888889,0.693877551020408,NA,NA,0.888888888888889,0.693877551020408,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04819277108434,1.28104575163399,NA,0.138412017167382,0.300429184549356,0.375536480686695,1.11475409836066,1.15384615384615,0.75,0.572727272727273,1.1413612565445,0.835249042145594,0.766081871345029,0.909090909090909,0.8875,0.687096774193548,0.941176470588235,0.933554817275748,0.757412398921833,0.825,0.860279441117764,1.14285714285714,NA,NA,NA,1.125,NA,0.938775510204082,NA,NA,NA,NA,NA,1.16129032258065,NA,NA,NA,0.466666666666667,1.06666666666667,0.733333333333333,NA,1.02564102564103,NA,NA
"Jordan","JOR",0.41025641025641,NA,NA,NA,0.41025641025641,NA,NA,NA,TRUE,NA,NA,NA,0.86400002,0.99000001,1.0599999,0.22,1.1799999,0.65799999,0.76700002,0.73500001,0.38,10316.6090946321,NA,NA,0.875,0.287796500023209,0.445620387132711,0.23209395163162,0.58974358974359,0.476923076923077,0.351351351351351,0.125757575757576,0.519230769230769,0.473684210526316,0.522587719298246,0.431372549019608,0.444553072625698,0.317201834862385,0.475177304964539,0.495750452079566,0.445883777239709,0.41279926335175,0.459552845528455,0.395305164319249,0.214337966349671,0.431102362204724,0.425629290617849,0.219512195121951,0.245669848002828,0.39846915803692,0.343290138370305,0.189285714285714,0.388030888030888,0.665384615384615,0.691011235955056,0.324129651860744,0.211267605633803,0.127777777777778,0.165217391304348,0.285714285714286,0.41,0.232142857142857,0.208333333333333,0.379746835443038,0.577777777777778,0.149425287356322
"Kazakhstan","KAZ",1.14285714285714,1.31590139403009,0.587301587301587,NA,1.14285714285714,1.31590139403009,0.587301587301587,NA,TRUE,0.436704819799861,0.46267986940024,0.829868926254468,0.764,1,1.02,0.89999998,1.28,0.801,0.79500002,0.80000001,0.75,27443.5711721515,0.102023465397041,0.868497554635931,0.992,0.218670076726343,0.383631713554987,0.345268542199488,1.06024096385542,1.14285714285714,0.8,0.64,1.11210762331839,0.892703862660944,0.962962962962963,0.96551724137931,1.06666666666667,0.777142857142857,0.986595174262735,1.06451612903226,0.868217054263566,0.93968253968254,0.964824120603015,1.7635009310987,0.826666666666667,1.96354166666667,1.35955056179775,1.40983606557377,0.665523156089194,1.32222222222222,0.538569424964937,0.588405797101449,1.73224043715847,1.78378378378378,3.31210191082803,NA,1.33576642335766,0.50314465408805,0.376,0.722222222222222,0.911764705882353,1,0.452631578947368,1.54545454545455,1.16949152542373,0.6
"Kenya","KEN",0.623529411764706,0.51527224435591,0.329787234042553,NA,0.623529411764706,0.51527224435591,0.329787234042553,NA,TRUE,0.430682502795911,0.443566579528176,0.93251454427925,0.82999998,0.94,0.97000003,0.86000001,0.69999999,0.56800002,0.61000001,0.58999997,0.70999998,4509.32244225549,1.51183172655565,1.21009702850212,0.822,0.421228428279829,0.419372796437187,0.142883651883466,0.621428571428571,0.614285714285714,0.452830188679245,0.271428571428571,0.617857142857143,0.575129533678757,0.604761904761905,0.569948186528497,0.597959183673469,0.431666666666667,0.591591591591592,0.609407665505227,0.5645,0.5595,0.585,0.62049222355153,0.426506024096386,0.860400186133085,0.506589147286822,0.626984126984127,0.339713807842408,0.684998259658893,0.426173863850651,0.25,0.589223638470452,0.679558011049724,0.679701492537313,0.56437125748503,0.80225988700565,0.333333333333333,0.257894736842105,0.375,0.583333333333333,0.42,0.423809523809524,0.578947368421053,0.769230769230769,0.326315789473684
"Kiribati","KIR",0.827272727272727,1.24137931034483,0.592356687898089,NA,0.827272727272727,1.24137931034483,0.592356687898089,NA,TRUE,NA,NA,NA,0.278,NA,NA,NA,NA,NA,NA,0.61199999,NA,2369.46552751514,0.309230769230769,0.666414141414141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea","KOR",0.96551724137931,0.919484009674819,0.182033096926714,NA,0.96551724137931,0.919484009674819,0.182033096926714,NA,TRUE,0.321386763695216,0.337181742387926,0.723529411764706,0.95099998,0.95999998,0.99000001,0.73000002,0.75,0.866,0.92900002,0.903,0.54000002,43028.8963533414,0.0532034050179211,1.05006420037774,0.832,0.254957507082153,0.390934844192635,0.31728045325779,1.25,1.2258064516129,0.696969696969697,0.585365853658537,1.23529411764706,0.905660377358491,1.13692946058091,0.953125,1.15099715099715,0.684636118598383,1.02380952380952,1.18693284936479,0.882661996497373,0.930983847283407,1.00340522133939,1.10529779532741,0.783118405627198,1.20754716981132,1.23162939297125,1.00944444444444,0.724603442456969,0.871681415929204,0.832598039215686,0.783987915407855,0.942231075697211,0.910658307210031,1.10070257611241,0.677941176470588,1.07692307692308,0.594117647058824,0.541176470588235,0.727272727272727,0.979591836734694,0.846153846153846,0.552238805970149,0.978260869565217,1.18918918918919,0.611111111111111
