"Location","iso3code","sex_ratio_linkedin_overall_unfiltered","sex_ratio_ilostat_prof_tech_unfiltered","sex_ratio_ilostat_total_management_unfiltered","sex_ratio_ilostat_senior_middle_management_unfiltered","sex_ratio_linkedin_overall_filtered","sex_ratio_ilostat_prof_tech_filtered","sex_ratio_ilostat_total_management_filtered","sex_ratio_ilostat_senior_middle_management_filtered","audience_counts_satisfy_observation_filter","sex_ratio_edu_ict","sex_ratio_edu_stem","sex_ratio_labour_force_part","iws_int_pentr","educ_attn_gg_subindex_raw","enrol_sec_educ_gg_raw","labr_force_gg_raw","enrol_ter_educ_gg_raw","hdi_fem","hdi_male","hdi_tot","econ_opp_gg_subindex_raw","gdp_capita_2020_recent","li_pen_labor_force_proftech_female_male","li_pen_labor_force_proftech_sex_ratio","Internet.Online.model.prediction","Group_18-24","Group_25-34","Group_35-54","sex_ratio_Age_18-24","sex_ratio_Age_25-34","sex_ratio_Age_35-54","sex_ratio_Age_55+","sex_ratio_Age_18-24_25-34","sex_ratio_Age_18-24_35-54","sex_ratio_Age_18-24_55+","sex_ratio_Age_25-34_35-54","sex_ratio_Age_25-34_55+","sex_ratio_Age_35-54_55+","sex_ratio_Age_18-24_25-34_35-54","sex_ratio_Age_18-24_25-34_55+","sex_ratio_Age_18-24_35-54_55+","sex_ratio_Age_25-34_35-54_55+","sex_ratio_Age_18-24_25-34_35-54_55+","sex_ratio_Company industry_M.Professional,scientificandtechnicalactivities","sex_ratio_Company industry_H.Transportationandstorage","sex_ratio_Company industry_Q.Humanhealthandsocialworkactivities","sex_ratio_Company industry_R.Arts,entertainmentandrecreation","sex_ratio_Company industry_G.Wholesaleandretailtrade;repairofmotorvehiclesandmotorcycles","sex_ratio_Company industry_C.Manufacturing","sex_ratio_Company industry_K.Financialandinsuranceactivities","sex_ratio_Company industry_J.Informationandcommunication","sex_ratio_Company industry_F.Construction","sex_ratio_Company industry_N.Administrativeandsupportserviceactivities","sex_ratio_Company industry_S.Otherserviceactivities","sex_ratio_Company industry_P.Education","sex_ratio_Company industry_O.Publicadministrationanddefence;compulsorysocialsecurity","sex_ratio_Company industry_I.Accommodationandfoodserviceactivities","sex_ratio_Company industry_B.Miningandquarrying","sex_ratio_Job seniority_ChiefXOfficer(CxO)","sex_ratio_Job seniority_Director","sex_ratio_Job seniority_Entry-level","sex_ratio_Job seniority_Manager","sex_ratio_Job seniority_Owner","sex_ratio_Job seniority_Senior","sex_ratio_Job seniority_Training","sex_ratio_Job seniority_VicePresident(VP)"
"Slovak Republic","SVK",0.947368421052632,1.02547039926572,0.508295625942685,0.499250374812594,0.947368421052632,1.02547039926572,0.508295625942685,0.499250374812594,TRUE,0.138720529058668,0.543713012636217,0.773724792408066,0.85000002,1,1.02,0.81,1.55,0.85000002,0.85799998,0.85500002,0.64999998,34177.9527593862,0.419168460405574,0.923837900860902,0.993,0.162122328666175,0.420044215180545,0.375829034635225,1.2,1.03571428571429,0.7,0.425,1.07894736842105,0.825,0.978571428571429,0.862068965517241,0.959375,0.667647058823529,0.911764705882353,1.01666666666667,0.788636363636364,0.833870967741935,0.884722222222222,1.02196796338673,0.574468085106383,1.60542168674699,0.889084507042254,1.03393665158371,0.500759878419453,1.15369458128079,0.585116973618716,0.396153846153846,1.33642691415313,1.45555555555556,1.71333333333333,1.47435897435897,1.05228758169935,0.5,0.26,0.558139534883721,0.823529411764706,0.75,0.379746835443038,0.891891891891892,1.25,0.40625
"Slovenia","SVN",1.1625,1.08661417322835,0.669449081803005,0.680672268907563,1.1625,1.08661417322835,0.669449081803005,0.680672268907563,TRUE,0.163934466299383,0.499743243956635,0.841872930789847,0.79900002,1,1.01,0.91000003,1.4400001,0.898,0.89499998,0.89600003,0.77999997,40656.5573650452,0.408018867924528,1.06983695652174,0.947,0.173996175908222,0.413001912045889,0.351816443594646,1.21951219512195,1.51162790697674,0.978494623655914,0.523809523809524,1.41732283464567,1.05223880597015,0.983870967741935,1.23463687150838,1.31775700934579,0.894736842105263,1.23181818181818,1.29054054054054,0.980645161290323,1.16,1.1701244813278,1.56416772554003,0.351351351351351,2.3448275862069,0.902702702702703,1.27741935483871,0.708074534161491,1.30449826989619,0.640438247011952,0.449640287769784,1.2125,2.83783783783784,2.29901960784314,1.46666666666667,1.64705882352941,0.40952380952381,0.428571428571429,0.813559322033898,1.10526315789474,0.760869565217391,0.552631578947368,1.23076923076923,1.7741935483871,0.647058823529412
"Solomon Islands","SLB",0.521739130434783,0.539509536784741,0.345895020188425,0.335113484646195,0.521739130434783,0.539509536784741,0.345895020188425,0.335113484646195,TRUE,NA,NA,0.959672706019871,NA,NA,NA,NA,NA,NA,NA,0.546,NA,2465.52064273051,0.185840707964602,0.967061923583663,0.893,0.300847457627119,0.449152542372881,0.25,NA,0.709677419354839,NA,NA,0.735294117647059,0.313131313131313,NA,0.363636363636364,0.709677419354839,NA,0.46583850931677,0.735294117647059,0.313131313131313,0.363636363636364,0.46583850931677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523809523809524,NA,NA,0.533333333333333,NA,NA
"Somalia","SOM",0.190625,NA,NA,NA,0.190625,NA,NA,NA,TRUE,NA,NA,NA,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776,0.534255185417976,0.352608422375864,0.11313639220616,0.214285714285714,0.193617021276596,0,NA,0.205982905982906,0.170454545454545,0.214285714285714,0.14,0.193617021276596,0,0.178518518518519,0.205982905982906,0.170454545454545,0.14,0.178518518518519,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0.172,0,0,NA,NA,NA,0,0.177215189873418,0,NA,0.156896551724138,NA,NA
"South Africa","ZAF",0.846153846153846,0.791987815572068,0.432664756446991,0.499250374812594,0.846153846153846,0.791987815572068,0.432664756446991,0.499250374812594,TRUE,0.624045487565252,0.746936659221223,0.790597609561753,0.077,1,1.16,0.81,1.47,0.69199997,0.704,0.699,0.68000001,12999.1202555973,1.2362531228269,1.06839250493097,0.952,0.224646983311938,0.314505776636714,0.353016688061617,0.944444444444444,0.884615384615385,0.71875,0.527272727272727,0.909090909090909,0.8,0.786206896551724,0.793103448275862,0.778378378378378,0.669767441860465,0.828947368421053,0.832727272727273,0.750819672131148,0.750724637681159,0.790804597701149,0.926872536136662,0.612208258527828,1.55823293172691,1.0146958304853,0.925745412844037,0.524213230571612,0.931861998985287,0.617631053872665,0.393103448275862,0.899408284023669,0.964088397790055,1.30871003307608,0.920401250651381,1.09137055837563,0.410714285714286,0.345454545454545,0.56875,0.928571428571429,0.571428571428571,0.533333333333333,0.910714285714286,1.06060606060606,0.375
"South Sudan","SSD",0.318181818181818,NA,NA,NA,0.318181818181818,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495.50961245544,NA,NA,NA,0.375700934579439,0.444859813084112,0.179439252336449,0.34,0.322222222222222,NA,NA,0.33030303030303,0.207317073170732,0.34,0.210144927536232,0.322222222222222,NA,0.255868544600939,0.33030303030303,0.207317073170732,0.210144927536232,0.255868544600939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142857142857,NA,NA,NA,NA,NA,NA,0.325581395348837,NA,NA,0.329166666666667,NA,NA
"Spain","ESP",0.87037037037037,0.927724742595103,0.497005988023952,0.508295625942685,0.87037037037037,0.927724742595103,0.497005988023952,0.508295625942685,TRUE,0.149088089437663,0.419563487066854,0.817436544221977,0.926,1,1.01,0.86000001,1.1900001,0.87900001,0.898,0.89099997,0.67000002,42214.1303934743,1.51107121484141,0.938177382157237,1,0.216260607719682,0.355871886120996,0.366821790309335,1.02564102564103,1.06349206349206,0.810810810810811,0.39375,1.04901960784314,0.884955752212389,0.841818181818182,0.927007299270073,0.927848101265823,0.736666666666667,0.948863636363636,0.960169491525424,0.824031007751938,0.871241830065359,0.902604166666667,0.854447933019362,0.421648550724638,1.57142857142857,1.12504145936982,0.965839962564343,0.467367969085444,0.718457943925234,0.526269613632529,0.297887323943662,0.941193888428284,1.59390862944162,1.55140186915888,1.01940213613095,0.898089171974522,0.376056338028169,0.34375,0.533333333333333,0.875,0.481481481481481,0.433333333333333,0.838383838383838,1.14583333333333,0.327272727272727
"Sri Lanka","LKA",0.666666666666667,0.679321043986129,0.351351351351351,0.290322580645161,0.666666666666667,0.679321043986129,0.351351351351351,0.290322580645161,TRUE,0.603668937942983,0.682667148582538,0.475130714572999,0.34099999,0.99000001,1.04,0.41,1.49,0.73799998,0.78899997,0.76999998,0.52999997,13620.1184803752,0.217367677426367,0.981372022210281,0.689,0.262934690415606,0.322307039864292,0.330788804071247,0.722222222222222,0.727272727272727,0.625,0.477611940298507,0.725,0.666666666666667,0.65587044534413,0.673913043478261,0.668989547038328,0.592833876221498,0.6875,0.689507494646681,0.640657084188912,0.648956356736243,0.667609618104668,0.621610346266166,0.47741935483871,0.727058823529412,0.64922480620155,0.518912529550827,0.46322188449848,0.683785766691123,0.593337959750173,0.472277227722772,0.528789659224442,0.582655826558266,1.01317365269461,0.790996784565916,0.453808752025932,0.419540229885057,0.363636363636364,0.509090909090909,0.660377358490566,0.4875,0.435483870967742,0.653061224489796,0.846153846153846,0.455555555555556
"Sultanate of Oman","OMN",0.288,0.29611796569365,0.124859392575928,NA,0.288,0.29611796569365,0.124859392575928,NA,TRUE,3.09207496026595,1.25909160119443,0.344716351501668,0.80199999,0.97000003,0.94,0.36000001,1.37,0.78100002,0.829,0.82099998,0.47999999,29052.4973969582,0.747620153238913,0.972585365853658,NA,0.203403484039875,0.402779176316584,0.338334508105931,0.553846153846154,0.333333333333333,0.2,0.102,0.4,0.31219512195122,0.428333333333333,0.268965517241379,0.300285714285714,0.185151515151515,0.32112676056338,0.368958333333333,0.289347826086957,0.255714285714286,0.306710526315789,0.216312056737589,0.149082568807339,0.449905482041588,0.374133949191686,0.0938538205980066,0.0982630272952854,0.326551373346897,0.230466554243957,0.12109375,0.307926829268293,0,0.562632696390658,0.510695187165775,0.227703984819734,0.127725856697819,0.131034482758621,0.18,0.217948717948718,0.136363636363636,0.196296296296296,0.271186440677966,0.666666666666667,0.1375
"Suriname","SUR",0.909090909090909,1.20588235294118,0.594896331738437,NA,0.909090909090909,1.20588235294118,0.594896331738437,NA,TRUE,NA,NA,0.608606879220983,0.59799999,1,1.21,0.61000001,NA,0.70499998,0.72299999,0.72000003,0.62,17005.4267499399,1.4,0.753880266075388,0.954,0.321951219512195,0.370731707317073,0.253658536585366,1.2,1,0.857142857142857,NA,1.08823529411765,1.03448275862069,0.878048780487805,0.939393939393939,0.775510204081633,0.615384615384615,1.02083333333333,0.936708860759494,0.869565217391304,0.805194805194805,0.91588785046729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.536363636363636,0.867924528301887,0.452631578947368,0.536363636363636,1,NA,NA
"Svalbard and Jan Mayen","SJM",0.523809523809524,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swaziland","SWZ",0.705882352941177,1,0.76678445229682,1.20264317180617,0.705882352941177,1,0.76678445229682,1.20264317180617,TRUE,NA,NA,0.85470235998591,0.315,1,1.24,0.63999999,1.0599999,0.56800002,0.60299999,0.588,0.60000002,9048.17892189938,0.551330798479087,0.705882352941176,0.891,0.273396424815983,0.389064143007361,0.294426919032597,0.857142857142857,0.947368421052632,0.75,NA,0.909090909090909,0.8,0.662983425414365,0.857142857142857,0.779220779220779,0.597014925373134,0.857142857142857,0.808625336927224,0.703812316715543,0.767263427109974,0.790960451977401,NA,NA,NA,NA,NA,NA,0.418918918918919,0.330357142857143,NA,NA,NA,0.436781609195402,NA,NA,NA,NA,0.484615384615385,0.791666666666667,0.5,NA,0.75609756097561,NA,NA
"Sweden","SWE",0.8,1.04652186674494,0.672240802675585,0.721170395869191,0.8,1.04652186674494,0.672240802675585,0.721170395869191,TRUE,0.433454799514862,0.549865928847825,0.905710491367862,0.96700001,1,1,0.94999999,1.54,0.92699999,0.93400002,0.93300003,0.80000001,55814.5126535272,0.968088920760129,0.764436965362502,0.987,0.164089347079038,0.335051546391753,0.412371134020619,0.969072164948454,0.95,0.777777777777778,0.537313432835821,0.956228956228956,0.828337874659401,0.792682926829268,0.851063829787234,0.846441947565543,0.729970326409496,0.871252204585538,0.879120879120879,0.783410138248848,0.811918063314711,0.83596214511041,0.777657373657768,0.438538205980066,1.88548057259714,0.987821851078636,1.07097351067397,0.426781433863587,0.784028776978417,0.433544839255499,0.270434782608696,0.871960057980351,1.34496124031008,1.26047358834244,1.72314883671518,1.06547619047619,0.394736842105263,0.297297297297297,0.8125,0.851063829787234,0.6,0.395348837209302,0.861111111111111,1.0625,0.331818181818182
"Switzerland","CHE",0.678571428571429,0.846260281343685,0.503759398496241,0.481481481481481,0.678571428571429,0.846260281343685,0.503759398496241,0.481481481481481,TRUE,0.110268047573654,0.28725757882554,0.852881355932203,0.91000003,0.99000001,0.98000002,0.88999999,1.02,0.93699998,0.949,0.94400001,0.75,70989.2581261576,0.97843284203514,0.80184718996146,NA,0.13231850117096,0.339578454332553,0.433255269320843,0.852459016393443,0.8125,0.608695652173913,0.372881355932203,0.823529411764706,0.65979381443299,0.616666666666667,0.692307692307692,0.694063926940639,0.560553633217993,0.713968957871397,0.728571428571429,0.611428571428571,0.650334075723831,0.674509803921569,0.700948805114415,0.386410432395333,1.19087837837838,1.02699055330634,0.805303190365519,0.381225025347409,0.494377224199288,0.37630576379501,0.218475073313783,0.861086637298091,1.28571428571429,0.980665280665281,0.807322654462243,0.868852459016393,0.376,0.260869565217391,0.392307692307692,0.805555555555556,0.5,0.347826086956522,0.636363636363636,0.947368421052632,0.196428571428571
"Taiwan","TWN",0.911111111111111,0.996399176954732,NA,NA,0.911111111111111,0.996399176954732,NA,NA,TRUE,NA,NA,0.756966174936671,0.92799997,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221592373099717,0.914403717088281,NA,0.21523178807947,0.422185430463576,0.33112582781457,1.26086956521739,1.04,0.538461538461538,0.310344827586207,1.10958904109589,0.76,1.06944444444444,0.784313725490196,0.96415770609319,0.515570934256055,0.872,1.0507614213198,0.727722772277228,0.758812615955473,0.847094801223242,0.97629009762901,0.822368421052632,1.17838939857288,1.07739307535642,1.05703300224287,0.64652719665272,0.968766543144521,0.584886030454932,0.631578947368421,1.17452357071214,1.36363636363636,1.2492774566474,1.01672240802676,1.16666666666667,0.530465949820789,0.354545454545455,0.541666666666667,0.909090909090909,0.577777777777778,0.41,0.902777777777778,1.08333333333333,0.355555555555556
"Tajikistan","TJK",0.445945945945946,0.579185520361991,0.173708920187793,NA,0.445945945945946,0.579185520361991,0.173708920187793,NA,TRUE,NA,NA,0.592087828885103,0.324,0.94,0.89999998,0.76999998,0.67000002,0.62400001,0.66900003,0.64999998,0.70999998,3519.82201670116,0.0340655842088507,0.769953547297297,0.661,0.300847457627119,0.48728813559322,0.211864406779661,NA,0.385542168674699,NA,NA,0.207792207792208,0,NA,0.240601503759398,0.385542168674699,NA,0.156862745098039,0.207792207792208,0,0.240601503759398,0.156862745098039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493333333333333,NA,NA,0.62,NA,NA
"Tanzania","TZA",0.428571428571429,0.677002583979328,0.303780964797914,0.20918984280532,0.428571428571429,0.677002583979328,0.303780964797914,0.20918984280532,TRUE,NA,NA,0.911037325395008,0.37799999,0.91000003,0.97000003,0.89999998,0.50999999,0.51700002,0.55699998,0.53799999,0.67000002,2770.68117187672,0.560302563384227,0.633042529989095,0.767,0.439481268011527,0.403458213256484,0.13328530259366,0.452380952380952,0.513513513513513,0.321428571428571,0.269230769230769,0.481012658227848,0.419642857142857,0.441704035874439,0.46078431372549,0.497474747474747,0.313253012048193,0.456989247311828,0.474264705882353,0.41296928327645,0.451492537313433,0.451882845188285,0.424411400247831,0.315038419319429,0.485197368421053,0.328925619834711,0.370145631067961,0.194962686567164,0.5192,0.323529411764706,0.191666666666667,0.373647984267453,0.513374485596708,0.437551020408163,0.449715370018975,0.432569974554707,0.207594936708861,0.202173913043478,0.292307692307692,0.446153846153846,0.3,0.357142857142857,0.433962264150943,0.452380952380952,0.256410256410256
"Thailand","THA",0.68,1.06976372924649,0.540832049306626,0.449275362318841,0.68,1.06976372924649,0.540832049306626,0.449275362318841,TRUE,0.917704400441225,0.431356848999582,0.778128286014721,0.82200003,0.99000001,1.0599999,0.81,1.33,0.75300002,0.75599998,0.755,0.76999998,19228.2946818444,0.0809872734284612,0.635654379943292,0.949,0.267591674925669,0.317145688800793,0.317145688800793,1.07692307692308,0.882352941176471,0.523809523809524,0.178571428571429,0.966666666666667,0.735294117647059,0.724299065420561,0.684210526315789,0.649606299212598,0.425170068027211,0.784313725490196,0.794270833333333,0.625,0.592672413793103,0.698653198653199,0.599332220367279,0.445196211096076,0.788557213930348,0.564705882352941,0.619076923076923,0.415083798882682,0.594414893617021,0.5,0.349325337331334,0.506024096385542,0.517985611510791,0.806617647058824,0.662983425414365,0.58695652173913,0.229357798165138,0.25,0.342857142857143,0.697674418604651,0.46,0.358333333333333,0.605263157894737,1.16666666666667,0.3
"Timor-Leste","TLS",0.486363636363636,0.45045045045045,0.324503311258278,NA,0.486363636363636,0.45045045045045,0.324503311258278,NA,TRUE,NA,NA,0.850935093509351,NA,NA,NA,NA,NA,NA,NA,NA,NA,3252.546371144,0.406211180124224,1.07972727272727,0.825,0.314199395770393,0.531722054380665,0.154078549848943,0.444444444444444,0.6,NA,NA,0.538461538461538,0.260162601626016,0.444444444444444,0.409937888198758,0.6,NA,0.420600858369099,0.538461538461538,0.260162601626016,0.409937888198758,0.420600858369099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416309012875536,NA,NA,0.397590361445783,NA,NA
"Togo","TGO",0.474576271186441,0.51704834605598,2.34448160535117,0.418439716312057,0.474576271186441,0.51704834605598,2.34448160535117,0.418439716312057,TRUE,NA,NA,0.966303521662022,0.11,NA,NA,NA,NA,0.44600001,0.542,0.50300002,NA,1662.07234490352,0.291848373029185,0.917856666221807,0.665,0.350175087543772,0.430215107553777,0.190095047523762,0.372549019607843,0.563636363636364,0.357142857142857,NA,0.471698113207547,0.367088607594937,0.333919156414763,0.493975903614458,0.509031198686371,0.294985250737463,0.447761194029851,0.446827524575514,0.341578327444052,0.46119235095613,0.428877769835597,0.705084745762712,0,NA,NA,0.280701754385965,NA,0.200617283950617,0.0982658959537572,0,NA,0.159574468085106,0,0.374384236453202,NA,NA,0.536363636363636,0.709677419354839,0.572727272727273,0.625,0.407692307692308,0.371428571428571,0.768115942028985,0.816666666666667
"Tokelau","TKL",0.571428571428571,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonga","TON",1.26315789473684,0.842105263157895,0.712328767123288,0.675041876046901,1.26315789473684,0.842105263157895,0.712328767123288,0.675041876046901,TRUE,NA,NA,NA,0.52999997,NA,NA,NA,NA,0.70700002,0.736,0.72600001,NA,6414.78272120568,0.614285714285714,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74358974358974,NA,NA,NA,NA,NA
"Trinidad and Tobago","TTO",1.07692307692308,1.16056670602125,0.801801801801802,NA,1.07692307692308,1.16056670602125,0.801801801801802,NA,TRUE,NA,NA,0.712699316628702,0.73100001,0.99000001,NA,0.74000001,NA,0.79400003,0.78399998,0.78399998,0.69999999,27260.8112233827,1.47540983606557,0.927928632913374,1,0.233082706766917,0.421052631578947,0.267669172932331,1.54098360655738,1.33333333333333,0.816326530612245,0.575757575757576,1.40331491712707,1.09433962264151,1.20212765957447,1.10091743119266,1.16993464052288,0.755725190839695,1.19713261648746,1.27570093457944,1.00520833333333,1.03187250996016,1.13141025641026,1.32006773920406,0.566666666666667,2.53465346534653,0.891666666666667,1.63620071684588,0.6192,1.71574344023324,0.706498951781971,0.398416886543536,0.963636363636364,1.53061224489796,2.28947368421053,1.23013698630137,1.44230769230769,0.411877394636015,0.413793103448276,0.716981132075472,1.08108108108108,0.77,0.717391304347826,1.2,1.42857142857143,0.456521739130435
"Tunisia","TUN",0.594594594594595,0.492824022963126,0.173708920187793,NA,0.594594594594595,0.492824022963126,0.173708920187793,NA,TRUE,1.25431413732245,1.2426100392681,0.34250324067406,0.67000002,NA,NA,NA,NA,0.68400002,0.76200002,0.73500001,NA,11201.3437583802,0.872651974559976,1.20650489198876,0.843,0.354737314773238,0.458015267175573,0.161652447238437,0.880952380952381,0.758620689655172,0.384615384615385,0.212765957446809,0.81,0.691176470588235,0.813704496788009,0.642857142857143,0.717703349282297,0.358306188925081,0.722222222222222,0.783190066857689,0.660247592847318,0.620067643742954,0.703902065799541,0.675835902300213,0.397701149425287,0.82289156626506,0.536144578313253,0.394751230180426,0.405517959396148,0.638312123241795,0.498214660785549,0.267567567567568,0.542042042042042,0.688498402555911,0.901075268817204,0.542800265428003,0.382758620689655,0.247058823529412,0.26,0.347368421052632,0.581395348837209,0.427272727272727,0.171428571428571,0.575757575757576,1.03508771929825,0.240740740740741
"Turkey","TUR",0.472222222222222,0.529803226887538,0.193317422434368,0.212121212121212,0.472222222222222,0.529803226887538,0.193317422434368,0.212121212121212,TRUE,0.525795790237867,0.531067190577445,0.468521834963494,0.68400002,0.95999998,0.97000003,0.44,0.86000001,0.755,0.81900001,0.79100001,0.46000001,27875.1932514847,0.82934309767471,0.891316243950439,0.74,0.328502415458937,0.400966183574879,0.241545893719807,0.658536585365854,0.66,0.428571428571429,0.224489795918367,0.659340659340659,0.552631578947368,0.612200435729848,0.564705882352941,0.621129326047359,0.403508771929825,0.595238095238095,0.637122002085506,0.532756489493202,0.546162402669633,0.581359816653934,0.542325709561863,0.328078431372549,0.775401069518717,0.52235091413803,0.426791958041958,0.318528827037773,0.714961185603387,0.359358288770053,0.213432835820896,0.454834437086093,0.510471204188482,0.822263222632226,0.347833170413816,0.350847457627119,0.278571428571429,0.197142857142857,0.341666666666667,0.436781609195402,0.31,0.27,0.557692307692308,0.692307692307692,0.206349206349206
"Turkmenistan","TKM",0.453488372093023,NA,NA,NA,0.453488372093023,NA,NA,NA,TRUE,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,0.70599997,NA,15195.633467324,NA,NA,0.887,0.108910891089109,0.465346534653465,0.425742574257426,NA,0.46875,0.402173913043478,NA,0.348837209302326,0.296,NA,0.436170212765957,0.46875,0.402173913043478,0.3710407239819,0.348837209302326,0.296,0.436170212765957,0.3710407239819,NA,NA,NA,NA,NA,NA,NA,NA,0.253846153846154,NA,NA,NA,NA,NA,0.3,NA,NA,0.41304347826087,NA,NA,0.533333333333333,NA,NA
"Turks and Caicos Islands","TCA",0.651515151515151,NA,NA,NA,0.651515151515151,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27055.1735079577,NA,NA,NA,0.183574879227053,0.202898550724638,0.613526570048309,NA,NA,0.763888888888889,NA,NA,0.5,NA,0.482456140350877,NA,0.763888888888889,0.361842105263158,NA,0.5,0.482456140350877,0.361842105263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6875,NA,NA,0.88,NA,NA
"Tuvalu","TUV",0.604395604395604,0.833333333333333,0.5600624024961,0.579778830963665,0.604395604395604,0.833333333333333,0.5600624024961,0.579778830963665,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4465.23093078823,1.32727272727273,0.725274725274725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uganda","UGA",0.55,0.671144545943041,0.503759398496241,0.340482573726542,0.55,0.671144545943041,0.503759398496241,0.340482573726542,TRUE,NA,NA,0.906385281385281,0.41600001,0.93000001,0.94999999,0.94999999,0.77999997,0.47499999,0.55000001,0.51599997,0.64999998,2271.64942402167,0.332261521972133,0.819495596477182,0.784,0.339377484728013,0.446038979928246,0.192960341316785,0.590909090909091,0.586206896551724,0.421428571428571,0.39375,0.588235294117647,0.525,0.577542372881356,0.532558139534884,0.576143790849673,0.418589743589744,0.552307692307692,0.582319391634981,0.519414893617021,0.527578475336323,0.548498498498499,0.551948051948052,0.406315789473684,0.671428571428571,0.418402777777778,0.512578616352201,0.262233375156838,0.643112701252236,0.413699864803966,0.26125,0.48005698005698,0.614184397163121,0.577799801783945,0.597077244258873,0.65,0.29296875,0.24,0.4,0.555555555555556,0.423076923076923,0.365853658536585,0.568181818181818,0.653846153846154,0.315068493150685
"Ukraine","UKR",0.827272727272727,1.37357560825377,0.677852348993289,NA,0.827272727272727,1.37357560825377,0.677852348993289,NA,TRUE,0.211584003117163,0.404209792874843,0.740687906165795,0.93000001,1,1.01,0.82999998,1.16,0.74599999,0.75099999,0.75099999,0.72000003,13341.2105189612,0.32600233553912,0.602276803913575,1,0.219470136385013,0.438940272770027,0.302555259445054,0.944444444444444,0.866666666666667,0.608333333333333,0.464705882352941,0.891891891891892,0.734375,0.852808988764045,0.751851851851852,0.825748502994012,0.590510948905109,0.792397660818713,0.861506276150628,0.71244019138756,0.734843205574913,0.776880222841226,1.08589271965095,0.438913043478261,1.29790495656617,0.991050119331742,0.927678571428571,0.523819882532086,1.00694087403599,0.463586459286368,0.383858267716535,1.51269584008644,1.10819672131148,2.13157894736842,0.784704370179949,1.29213483146067,0.383333333333333,0.268181818181818,0.554545454545455,0.714285714285714,0.8375,0.368,1.2,0.833333333333333,0.6
"United Arab Emirates","ARE",0.4,0.349057559789218,0.273885350318471,NA,0.4,0.349057559789218,0.273885350318471,NA,TRUE,1.24169206503776,0.708978992717528,0.560980833065639,0.96899998,1,1,0.46000001,2.26,0.83200002,0.85900003,0.86299998,0.46000001,69900.8778476933,1.10422535211268,1.14594280737407,1,0.103130755064457,0.441988950276243,0.405156537753223,0.623188405797101,0.5,0.375,0.2,0.521850899742931,0.419023136246787,0.456140350877193,0.4375,0.463013698630137,0.353424657534247,0.455571227080395,0.488479262672811,0.3963133640553,0.421897810218978,0.440318302387268,0.438143255968999,0.337752627324171,0.850232059978579,0.642375168690958,0.440118936181928,0.242356063228337,0.352397660818713,0.340599455040872,0.174129353233831,0.446083292017848,0.485396383866481,1.20822622107969,0.366850470321116,0.41685393258427,0.197129186602871,0.176315789473684,0.272727272727273,0.388059701492537,0.25,0.282051282051282,0.415094339622642,0.797872340425532,0.183098591549296
